Review,Rating,Review_clean,sentiment
Easy basic,4,easy basic,0.4404
Undecided on this one,4,undecided,-0.2263
over size,3,size,0.0
Could have been perfect...,2,perfect,0.5719
"Cute and good quality, but fit issues",3,cute good quality fit issue,0.8126
Sizing chart way off!,2,size chart way,0.0
Feminine and adorable,4,feminine adorable,0.4939
They feel amazing!,5,feel amazing,0.5859
Unfortunately for me but good for someone else...,3,unfortunately good,0.128
Love the fit.,5,love fit,0.7717
To big😒,3,big,0.0
Stained,1,stain,0.0
Pretty in pictures - awkward in person,3,pretty picture   awkward person,0.3818
Arms too long,1,arm long,0.0
Petite proportions way off,2,petite proportion way,0.0
nice and sturdy,4,nice sturdy,0.4215
Cute bedtime boyshort,4,cute bedtime boyshort,0.4588
"Love, love, love!!",5,love love love,0.9274
Great fall/winter sweater,5,great fallwinter sweater,0.6249
Tighter waist than last year,4,tight waist year,0.0
Nice pants but..,4,nice pant,0.4215
Nice but short,3,nice short,0.4215
Unflattering flair,3,unflattering flair,0.0
Not at all as it looks online,2,look online,0.0
Great native palm pants,5,great native palm pant,0.6249
Cute but hard to put on,3,cute hard,0.3818
Horrible fabric,1,horrible fabric,-0.5423
"Es muy bueno el color, al igual que la textura, aunque lo esperaba un poco más amplia la delantera",4,es muy bueno el color al igual que la textura aunque lo esperaba un poco más amplia la delantera,0.0
Darling top- runs large and long!,4,darle run large long,0.0
Love It but One Overall problem,3,love overall problem,0.3612
Not as flattering as I’d hoped,3,flattering d hope,0.6369
If you need a lower fit make sure you order a larger size. The suit fits exactly.,5,need lower fit sure order large size suit fit exactly,0.6249
Perfect cold weather leggings!,5,perfect cold weather legging,0.5719
for the tall ladies,4,tall lady,0.0
"Great quality, very flattering",5,great quality flattering,0.7506
"Cute, but poor quality",3,cute poor quality,-0.0258
Early spring?,5,early spring,0.0
Sleeveless lab coat,3,sleeveless lab coat,0.0
White floral Color has more pink flowers than pic portrays,3,white floral color pink flower pic portray,0.0
Not for busty women...,4,busty woman,0.0
"No pockets, too long",3,pocket long,0.0
Unfortunate design,3,unfortunate design,-0.4588
Pretty but not for me :(,3,pretty,0.4939
Not tapered like the picture,3,taper like picture,0.3612
Not right,2,right,0.0
Very cute and flattering dress!,3,cute flattering dress,0.6486
Strange,2,strange,-0.2023
Camel is Darker Than Pictured,3,camel dark picture,0.0
Nice try...,3,nice try,0.4215
I returned the first jacket and ordered a larger size which I never received.,1,return jacket order large size receive,0.0
Two Pairs of Mens Pyjamas,2,pair men pyjama,0.0
Arms too long and waist too short,2,arm long waist short,0.0
Buttons fell off after first wash!,1,button fall wash,0.0
Poor  Quality,3,poor   quality,-0.4767
Buttons have not been fixed despite retailer's claim,2,button fix despite retailer claim,0.0
Great in theory,3,great theory,0.6249
Great shorts.,5,great short,0.6249
Cut is off,3,cut,-0.2732
Odd length,3,odd length,-0.3182
Mod done modern,4,mod modern,0.0
Short and scratchy,3,short scratchy,0.0
Lots of pros; one small frustration,4,lot pro small frustration,-0.4767
Lightweight hoodie good for cool days,4,lightweight hoodie good cool day,0.6369
"XXL size too short, add more material",3,xxl size short add material,0.0
Perfect...but,4,perfectbut,0.0
Must have for summer,5,summer,0.0
Channeling laura ingalls wilder,3,channel laura ingall wilder,0.0
Presentation,2,presentation,0.0
Soft but color not quite like pictured,3,soft color like picture,0.3612
It's okay enough but could of been made better,3,okay well,0.4588
Awful print,2,awful print,-0.4588
Didn't like the fit,3,not like fit,-0.4973
Very pretty--runs very long though!,4,prettyrun long,0.0
"Cute, comfy, swing dress",5,cute comfy swing dress,0.4588
Neat sweater,4,neat sweater,0.4588
"Pants are very comfortable,good value this is the second pair I have bought",4,pant comfortablegood value second pair buy,0.34
Perfect for bump :),4,perfect bump,0.5719
How do i use my arms???,2,use arm,0.0
Strange shirt,3,strange shirt,-0.2023
Fabric Damaged,3,fabric damage,-0.4939
Great in theory,3,great theory,0.6249
Just okay.,3,okay,0.2263
Arms too long and waist too short,2,arm long waist short,0.0
Most comfortably jeans ever,5,comfortably jean,0.4215
"Not as soft as most knit pajamas, but comfortable  nevertheless.",4,soft knit pajama comfortable  ,0.5106
Feels too boxy,3,feel boxy,0.0
Material is chesp,1,material chesp,0.0
Size was too tight on me. Even though I ordered a size above mine.,3,size tight order size,0.0
Great pair of jeans with one flaw,4,great pair jean flaw,0.6249
THESE ARE SLIM FIT!,2,slim fit,0.3612
Size and color,5,size color,0.0
i like em but the size....,2,like em size,0.3612
Summer perfection!,4,summer perfection,0.5719
Great dress but runs very small,5,great dress run small,0.6249
Material is very thin,3,material thin,0.0
Very cute. Not the best quality material but fine for a night.,4,cute good quality material fine night,0.7717
Started out perfect,3,start perfect,0.5719
Good pullover for teen!,5,good pullover teen,0.4404
Arm holes are too big,3,arm hole big,0.0
Big wow factor,5,big wow factor,0.5859
My new holiday skirt,4,new holiday skirt,0.4019
Fabric Bleeds With Frost Wash,1,fabric bleed frost wash,0.0
Long arms dream,3,long arm dream,0.25
Timeless and fully layered.,4,timeless fully layer,0.0
Awesome jacket!!!!,5,awesome jacket,0.6249
Really like it,5,like,0.3612
Love it but....,4,love,0.6369
Pros & cons,3,pro   con,0.0
How do i use my arms???,2,use arm,0.0
Cute details and good cut,4,cute detail good cut,0.5859
"Super classy, with an almost perfect fit",4,super classy perfect fit,0.9186
Soft and flattering,5,soft flattering,0.3182
Good fit but blue dye runs for ever,3,good fit blue dye run,0.6597
Color doesn’t match pictures.,3,color not match picture,0.0
"Ordered wrong size, easy return",5,order wrong size easy return,-0.0516
Like them,5,like,0.3612
"If you have a chest, beware",3,chest beware,0.0
"Felt stiff, not soft",2,feel stiff soft,0.0
Loose and sloppy!,1,loose sloppy,-0.3182
Fits a little large. The orange is traffic cone orange!,3,fit little large orange traffic cone orange,0.3612
SUPER CUTE,4,super cute,0.7845
Loveeee,5,loveeee,0.0
Small and low quality,3,small low quality,-0.2732
Great pant except,3,great pant,0.6249
Jeans great- Packaging the worse ever!,3,jean great packaging bad,0.1531
More beach wear than wedding,1,beach wear wedding,0.0
Nice and light weight,5,nice light weight,0.4215
"Boxy, navy color looks darker than pictured",3,boxy navy color look dark picture,0.0
Charming and basic,4,charming basic,0.5859
go to the store and try on pants!,2,store try pant,0.0
Perfect little white tee,4,perfect little white tee,0.5719
Not great if you're tall,3,great tall,0.6249
Color is misleading,4,color mislead,0.0
Weird unflattering fit,3,weird unflattering fit,0.2023
Buy one size smaller,3,buy size small,0.0
The circus is in town,2,circus town,0.0
it runs a little small,4,run little small,0.0
Husband loved it!,4,husband love,0.6369
Great Price for Quality!,5,great price quality,0.6249
Beautiful skirt but so noisy,4,beautiful skirt noisy,0.4939
"Cute, definitely needs to be belted",4,cute definitely need belt,0.6908
"Great dress, not for me",4,great dress,0.6249
Ripped apart after 3 months,1,rip apart 3 month,0.0
Didn't look right,2,not look right,0.0
Great jacket for travel,5,great jacket travel,0.6249
Disappointed & frustrated but I love the style & fabric.,2,disappoint   frustrated love style   fabric,-0.2263
"Ok, but the button top keep falling off",3,ok button fall,0.296
Cheap Material,2,cheap material,0.0
Soft tank for the summer,4,soft tank summer,0.0
Do i dare??,4,dare,0.0
Did not love the fabric...,3,love fabric,0.6369
"Yoo big for smaller framws, but",3,yoo big small framws,0.0
They shrink a lot,1,shrink lot,0.0
Cheap and Tears At The Seams,2,cheap tear seam,0.0
Buyer Beware,1,buyer beware,0.0
Beautiful but strange back design,4,beautiful strange design,0.4767
A bit large for XL but recommended for comfiness.,1,bit large xl recommend comfiness,0.3612
Would fit perfectly on SpongeBob,1,fit perfectly spongebob,0.7717
Feel confortable,5,feel confortable,0.0
Leg holes are way too big,2,leg hole way big,0.0
What the heck is up with the neck?,3,heck neck,0.0
Seems like good quality but runs very large,4,like good quality run large,0.6597
Bought my size but fit was a little loose and length was long.,2,buy size fit little loose length long,0.1263
I wanted to love it,3,want love,0.6705
Medium for a GIANT?!,1,medium giant,0.0
Dress and material is beautiful.,5,dress material beautiful,0.5994
Already gave it a poor review,2,give poor review,-0.4767
"Beautiful color pattern, but material was not the best quality. Runs small",3,beautiful color pattern material good quality run small,0.7783
Pretty pant,4,pretty pant,0.4939
Not meant for curvy girls,3,mean curvy girl,0.0
Might want to size down,4,want size,0.0772
Staple cardigan,4,staple cardigan,0.0
Color doesn’t match pictures.,3,color not match picture,0.0
Didn't love the fit.,3,not love fit,-0.6681
"Cozy, warm, great details",5,cozy warm great detail,0.7184
Awful product.,3,awful product,-0.4588
Fits loose,3,fit loose,0.0516
Blue tights,5,blue tight,0.0
Vest was too small,2,vest small,0.0
neat tops,4,neat top,0.5859
They are a bit baggy,4,bit baggy,0.0
Too cute to pass up!,5,cute pass,0.4588
Huge like a circus tent,3,huge like circus tent,0.5859
"Pretty, but not for mr",3,pretty mr,0.4939
Good quality cardigan,4,good quality cardigan,0.4404
Good idea...execution could be better,3,good ideaexecution well,0.6124
Comfortable Soft stylish,5,comfortable soft stylish,0.5106
Ordered tall. Not tall!!,3,order tall tall,0.0
Super lightweight pants.,5,super lightweight pant,0.5994
Button problems,3,button problem,-0.4019
Adore the fabric,4,adore fabric,0.5574
Cute white tee,4,cute white tee,0.4588
Pretty dress with problems,2,pretty dress problem,0.128
Perfect for business,4,perfect business,0.5719
Cute dress size down,3,cute dress size,0.4588
More of a cover up,2,cover,0.0
Great fit and the pants look good!,5,great fit pant look good,0.8591
Strange Sizing,1,strange sizing,-0.2023
Worst purchase on Amazon,1,bad purchase amazon,-0.4215
order 1 size below,3,order 1 size,0.0
This jacket was very nice except for the lining.,4,jacket nice lining,0.4215
Prefect little tank,4,prefect little tank,0.0
Don't regret buying,4,not regret buy,0.3252
bad quality,1,bad quality,-0.5423
Chic harem pants,5,chic harem pant,0.2732
Cotton?,2,cotton,0.0
Nice top but too long in back,3,nice long,0.4215
Great outdoor pants,5,great outdoor pant,0.6249
Rich color,5,rich color,0.5574
Fits fine - fabric/color not terrific,3,fit fine   fabriccolor terrific,0.7506
Great little light cardigan,4,great little light cardigan,0.6249
FITS,5,fit,0.3612
Shirtdress,3,shirtdress,0.0
Great vest,5,great vest,0.6249
Very pretty top,4,pretty,0.4939
My sister loves it,5,sister love,0.6369
Great Quality T just runs small,3,great quality t run small,0.6249
"came all torned inside of the bag, you cannot even fold properly a shirt, disappointed!!!",2,came torne inside bag fold properly shirt disappoint,-0.4019
Great material and length but not flattering,3,great material length flattering,0.7506
Comfort!!,5,comfort,0.3612
Special pattern unique design,5,special pattern unique design,0.4019
Pedi talla chica pero viene demasiado grande,4,pedi talla chica pero viene demasiado grande,0.0
So soft but tickles :d,5,soft tickle d,0.0
Great shirt for the summer Heat,4,great shirt summer heat,0.6249
Misinformed,1,misinform,0.0
Photo does not do this justice,4,photo justice,0.5267
Much baggier than described.,3,baggy describe,0.0
A great skirt for the right figure,4,great skirt right figure,0.6249
Long legs and lovin it!  Been buying them for 15 years,4,long leg lovin   buy 15 year,0.0
"Cute in pic, but not on my body",1,cute pic body,0.4588
"Runs small, not true to size.",4,run small true size,0.4215
If you were extra large then order small,1,extra large order small,0.0
Very cheap looking. Not professional. Will be returning.,1,cheap look professional return,0.0
"Great style, poor quality",1,great style poor quality,0.25
Cute but short!,3,cute short,0.4588
Could've splurged on a wallet pocket for 30 bucks,2,ve splurge wallet pocket 30 buck,0.0
VERY THIN MATERIAL,4,thin material,0.0
Not as good as Uniqlo,3,good uniqlo,0.4404
Wonderful but going back,5,wonderful go,0.5719
Thick and beautiful sweater!,5,thick beautiful sweater,0.5994
As expected. Basic.,4,expect basic,0.0
"Easy, breezy style",4,easy breezy style,0.4404
Fits larger than expected,4,fit large expect,0.3612
Love this dress but button fell off,3,love dress button fall,0.6369
Pretty but swingy,4,pretty swingy,0.4939
"So cozy, so fashionable",5,cozy fashionable,0.0
Quality has taken a nosedive,3,quality take nosedive,0.0
"Fits well, fades quickly",3,fit fade quickly,0.3612
Gorgeous and stylish,5,gorgeous stylish,0.6124
Won’t buy again,3,will not buy,0.0
"Fits a bit big, not super flattering",3,fit bit big super flattering,0.8271
Last minute purchase,5,minute purchase,0.0
Too large at bottom,3,large,0.0
"Nice turtlenceck, flattering style",5,nice turtlenceck flattering style,0.6249
Not meant for curvy girls,3,mean curvy girl,0.0
Pretty but sleeves make it seem large.,3,pretty sleeve large,0.4939
Fits Small to Size,1,fit small size,0.3612
Very stylish and fitting,4,stylish fitting,0.0
Great product Great price,5,great product great price,0.8481
Snap front hoodie,4,snap hoodie,0.0
Obsessed with this jacket!,5,obsess jacket,-0.25
