,Review,Rating,Review_clean,sentiment
27408,Women sweater dress,5,woman sweater dress,0.0
27409,"Ordered two (I'm an in-between size):  One sweater was just right, comfortable and high quality.",5,order m inbetween size   sweater right comfortable high quality,0.5106
27410,Fit and comfort of Sweater,5,fit comfort sweater,0.6124
27411,Good till you wash,1,good till wash,0.4404
27412,Comfortable every day sweater,5,comfortable day sweater,0.5106
27413,ave not bought a sweater in years but cold winter and this is so warm over my shirt.,5,ave buy sweater year cold winter warm shirt,0.2263
27414,Perfect fit for a tall man,5,perfect fit tall man,0.7351
27415,Very nice looking sweater,5,nice look sweater,0.4215
27416,Comfortable and perfect fit,5,comfortable perfect fit,0.8591
27417,Really liked the color,5,like color,0.3612
27418,Lower Quality but Not Bad,4,low quality bad,-0.6808
27419,This was a gift,5,gift,0.4404
27420,My husband loves his new sweater!,5,husband love new sweater,0.6369
27421,Husband loves it.,5,husband love,0.6369
27422,Well-made super soft and comfortable,5,wellmade super soft comfortable,0.802
27423,"I absolutely love these nice, affordable sweaters!",5,absolutely love nice affordable sweater,0.8211
27424,"Good Looking, Great Fit",5,good look great fit,0.8591
27425,Nice light weight sweater,5,nice light weight sweater,0.4215
27426,Perfect sizing,5,perfect sizing,0.5719
27427,So nice I'm ordering another,5,nice m order,0.4215
27428,I am pleasher..pleaser...,4,pleasherpleaser,0.0
27429,The sweater runs a little large but looks great.,5,sweater run little large look great,0.5908
27430,Stylish cable sweater,5,stylish cable sweater,0.0
27431,"Runs large, size down",5,run large size,0.0
27432,A little bit on thr large side. But ok overall.,4,little bit thr large ok overall,0.296
27433,One Size down,2,size,0.0
27434,A perfectly versatile sweater for all seasons!,5,perfectly versatile sweater season,0.6369
27435,Like the sweayet,5,like sweayet,0.3612
27436,Much bigger than I planned.,3,big plan,0.0
27437,Really nice sweater,5,nice sweater,0.4215
27438,The the dark dye seems to not be set,3,dark dye set,0.0
27439,Super Quality Cotton Sweater in Luscious Colors,5,super quality cotton sweater luscious color,0.5994
27440,Great sweater for the cost,5,great sweater cost,0.6249
27441,Sweater.,4,sweater,0.0
27442,Runs large.Neckline not dnug,3,run largeneckline dnug,0.0
27443,This Freddy Krueger Nonsense,3,freddy krueger nonsense,-0.4019
27444,Stitiching is going on the neckline,1,stitiching go neckline,0.0
27445,Love this Sweater,5,love sweater,0.6369
27446,Exact as described,5,exact describe,0.0
27447,Do run large,5,run large,0.0
27448,Very happy find!,5,happy find,0.5719
27449,Neck could be a tad wider.,5,neck tad wide,0.0
27450,Nice.... But runs big,4,nice run big,0.4215
27451,Great fit- classic design,5,great fit classic design,0.765
27452,Great serater,5,great serater,0.6249
27453,Worth the money.,5,worth money,0.2263
27454,Shrunk after I washed it,2,shrunk wash,0.0
27455,Great cable knit!,5,great cable knit,0.6249
27456,great purchase,5,great purchase,0.6249
27457,It’s a great sweater!!,5,great sweater,0.6249
27458,Nice and comfy although a little large,4,nice comfy little large,0.4215
27459,Doesn't itch,5,not itch,0.0
27460,Good Stuff,5,good stuff,0.4404
27461,it is quite long,5,long,0.0
27462,I have a few colors I like it so much,5,color like,0.3612
27463,"It is very heavy,I get to warm in it after just a short time.  Just not for me",2,heavyi warm short time  ,0.2263
27464,"Runs large, great wuality",5,run large great wuality,0.6249
27465,medium weight knit sweater top great for golf mornings and dinners outside,5,medium weight knit sweater great golf morning dinner outside,0.6249
27466,Read wash/dry instructions,5,read washdry instruction,0.0
27467,shrunk,2,shrunk,0.0
27468,Perfect bf sweater to steal,5,perfect bf sweater steal,0.128
27469,Very sexy,5,sexy,0.5267
27470,Short people will love it.,3,short people love,0.6369
27471,Better choice of colors,4,well choice color,0.2732
27472,arived fast,5,arive fast,0.0
27473,The front of the sweater is shorter and makes it too short,3,sweater short make short,0.0
27474,Surprisingly pleased!,5,surprisingly pleased,0.6249
27475,Cheap but fulfilling,3,cheap fulfil,0.0
27476,Comfortable Shirt/Sweater,5,comfortable shirtsweater,0.5106
27477,TO SMALL,1,small,0.0
27478,Probably can go for a smaller size,4,probably small size,0.0
27479,Incredibly comfortable,5,incredibly comfortable,0.5563
27480,Very soft and comfy!,5,soft comfy,0.0
27481,Quarter Zip,3,quarter zip,0.0
27482,Muh...,2,muh,0.0
27483,"Looks good, comfortable and dressy.",5,look good comfortable dressy,0.7351
27484,Cozy pull over quarter zip,5,cozy pull quarter zip,0.0
27485,Odd material,3,odd material,-0.3182
27486,Gift for dad,5,gift dad,0.4404
27487,"Cute, but large",4,cute large,0.4588
27488,I might buy 10 of them.,5,buy 10,0.0
27489,Buy one size smaller,3,buy size small,0.0
27490,Nice and Comfy,5,nice comfy,0.4215
27491,Comfortable Quarter Zip,5,comfortable quarter zip,0.5106
27492,Great name Great product,5,great great product,0.8481
27493,As promised!,5,promise,0.3182
27494,"Too big, even tho is Small",4,big tho small,0.0
27495,Very comfortable and versatile,5,comfortable versatile,0.5106
27496,Much shorter then advertised,1,shorter advertise,0.0
27497,Loooooove this dress,5,loooooove dress,0.0
27498,Frumpy looking on petite frame,3,frumpy look petite frame,0.0
27499,Missing belt,1,miss belt,-0.1531
27500,missing belt,4,miss belt,-0.1531
27501,I Like it!,5,like,0.3612
27502,Great for maternity,5,great maternity,0.6249
27503,LOVED THIS DRESS,5,love dress,0.6369
27504,Elegant black dress,5,elegant black dress,0.4767
27505,Very flatting,5,flat,0.0
27506,Maybe they changed the dress?,2,maybe change dress,0.0
27507,Nice dress!,4,nice dress,0.4215
27508,One of the most gorgeous dresses I own,5,gorgeous dress,0.6124
27509,"Quality, comfortable, super cute!",5,quality comfortable super cute,0.8807
27510,Drop dead gorgeous!!,5,drop dead gorgeous,-0.34
27511,"Color,Yes! Fit, umm!",3,colorye fit umm,0.3612
27512,Didn’t look like the picture,1,not look like picture,-0.2755
27513,Not your typical sweater dress,5,typical sweater dress,0.0
27514,Its nice feeling but…,3,nice feeling,0.5106
27515,I wouldn’t purchase this in white.,2,not purchase white,0.0
27516,So COMFORTABLE,5,comfortable,0.5106
27517,Amazing find,5,amazing find,0.5859
27518,Great for baby shower,5,great baby shower,0.6249
27519,Amazing buy!,5,amazing buy,0.5859
27520,Just buy it!,5,buy,0.0
27521,If you're tiny it will be slightly too big,4,tiny slightly big,0.0
27522,Hugs Every Body Type,5,hug body type,0.4767
27523,"I absolutely love this dress, fits perfectly!",5,absolutely love dress fit perfectly,0.9092
27524,Love this dress - maternity,5,love dress   maternity,0.6369
27525,Fit beautifully,5,fit beautifully,0.7351
27526,I love the color.,5,love color,0.6369
27527,Too Bulky.  Too long.,2,bulky   long,0.0
27528,Too boxy and big,3,boxy big,0.0
27530,Cute but too baggy for me,5,cute baggy,0.4588
27531,Awful pilling,1,awful pilling,-0.4588
27532,Very cheap fabric,2,cheap fabric,0.0
27533,"Very thin, not soft",2,thin soft,0.0
27534,Poor quality sweater,1,poor quality sweater,-0.4767
27535,Asvivid Chunky Turtleneck Sweater,5,asvivid chunky turtleneck sweater,0.0
27536,Sweater is like a warm blanket,5,sweater like warm blanket,0.5267
27537,Massive Neck,1,massive neck,0.0
27538,Poor quality—don’t buy,1,poor qualitydont buy,-0.4767
27539,Super Comfy!,5,super comfy,0.5994
27540,Sleeves are too short,2,sleeve short,0.0
27541,Ordered wrong size.,4,order wrong size,-0.4767
27542,Love this sweater! Stylish and Comfy!,5,love sweater stylish comfy,0.6369
27543,It was too short.,2,short,0.0
27544,Live this sweater,5,live sweater,0.0
27545,Nice sweater for cool days.,5,nice sweater cool day,0.6249
27546,A New Favorite For My Closet,5,new favorite closet,0.4588
27547,"Cozy, comfy sweater but the color...not quite as promised",3,cozy comfy sweater colornot promise,0.3182
27548,Just picked the wrong color,4,pick wrong color,-0.4767
27549,Worn once and it pilled like crazy!,1,wear pille like crazy,0.0258
27550,This Pulls Easily!,1,pull easily,0.34
27551,Snags,3,snag,0.0
27552,cozy af,4,cozy af,0.0
27553,"Cowl neck vs. ""Chunky Turtleneck""",3,cowl neck vs chunky turtleneck,0.0
27554,"Great fit, arms might be a little too big once stretch",5,great fit arm little big stretch,0.765
27555,Soft handsome!!,5,soft handsome,0.4939
27556,husband happy,5,husband happy,0.5719
27557,There is no taper from chest width to waist width? It appears they think every one is obese,1,taper chest width waist width appear think obese,0.0
27558,"Very good quality, great fit, nice color.",5,good quality great fit nice color,0.9062
27559,This shirt did not fit his advertised,1,shirt fit advertise,0.3612
27560,Great Lightweight Sweater,5,great lightweight sweater,0.6249
27561,It came on time,4,come time,0.0
27562,Arrived much smaller than anticipated.,1,arrive small anticipate,0.0
27563,Very soft and comfortable. I own this in 5 colors.,5,soft comfortable 5 color,0.5106
27564,Excellent buy for the price,5,excellent buy price,0.5719
27565,Very small for a med and I order 1 Ned and 1 lag I got two Ned.,2,small med order 1 ne 1 lag get ne,-0.34
27566,Chic look at an affordable rate.,4,chic look affordable rate,0.2732
27567,"My husband loves these. Light sweater,  comfortable",5,husband love light sweater   comfortable,0.8176
27568,Sleeves are too long,3,sleeve long,0.0
27569,ok for the price,3,ok price,0.296
27570,Great Sweater but..,4,great sweater,0.6249
27571,Great Sweater! Value Priced!,5,great sweater value price,0.7579
27572,Good fit 👍,5,good fit,0.6597
27573,Good sweater at a great price,5,good sweater great price,0.7906
27574,Good looking fabric weave. I I like it.\8,4,good look fabric weave like it8,0.6597
27575,Great for mannequins,1,great mannequin,0.6249
27576,I like this product because of the color fits well,5,like product color fit,0.6124
27577,had to return,1,return,0.0
27578,I like it a lot...,5,like lot,0.3612
27579,Goo s sweater.,5,goo s sweater,0.0
27580,A good purchase !,5,good purchase,0.4404
27581,Excellent value for my XXLtall guy,5,excellent value xxltall guy,0.7269
27582,"Well made, form-fitting",5,formfitting,0.0
27583,"very nice, light sweater!",5,nice light sweater,0.4215
27584,"Light, well-made summer sweater.",5,light wellmade summer sweater,0.0
27585,Beautiful sweater.  I need to order in smaller size.,5,beautiful sweater   need order small size,0.5994
27586,lovely light weight sweater,5,lovely light weight sweater,0.5859
27587,Size is not actual,3,size actual,0.0
27588,"the fit was nice and flattering, not too big and not tight",5,fit nice flattering big tight,0.765
27589,My mom loved it! Beautiful quality.,5,mom love beautiful quality,0.8442
27590,Cotton shaker sweater,5,cotton shaker sweater,0.0
27591,Very comfortable sweater,5,comfortable sweater,0.5106
27592,Love these sweaters!,5,love sweater,0.6369
27593,Absolutely love it.,5,absolutely love,0.6697
27594,"Nice fitting sweater.  Not boxy, like so many styles of today.",5,nice fitting sweater   boxy like style today,0.6486
27595,Got a lot of compliments,5,get lot compliment,0.4767
27596,Excellent Sweater,5,excellent sweater,0.5719
27597,Keep warm and comfy,5,warm comfy,0.2263
27598,Good sweater.  Glad I bought it..,5,good sweater   glad buy,0.7096
27599,Loved the yellow color.,2,love yellow color,0.6369
27600,"Poor quality, too small, neck opening too large.",1,poor quality small neck open large,-0.4767
27601,Beautiful long sleeve sweater,5,beautiful long sleeve sweater,0.5994
27602,Greta quality! Will be buying more,2,greta quality buy,0.0
27603,Color is nice,4,color nice,0.4215
27604,Comfortable and cute.,5,comfortable cute,0.743
27605,Crewneck Sweater,2,crewneck sweater,0.0
27606,"Fabulous fit, style and price.",5,fabulous fit style price,0.7096
27607,Perfect for a day with a bit of chill in it.,5,perfect day bit chill,0.5719
27608,Fits perfectly.  Nice winter Wright but not heavy.,5,fit perfectly   nice winter wright heavy,0.8591
27609,Genuine 100% cotton quality made garment,5,genuine 100 cotton quality garment,0.0
27610,Shrunk a little in the wash,4,shrunk little wash,0.0
27611,It just didn't fit right,3,not fit right,-0.2755
27612,YELLOW SWEATER,5,yellow sweater,0.0
27613,It is not soft and it runs very smalll.,2,soft run smalll,0.0
27614,soft quality cotton,5,soft quality cotton,0.0
27615,"great color, nice quality, bit tight",4,great color nice quality bit tight,0.7845
27616,An instant favorite,5,instant favorite,0.4588
27617,Size is not what they say,2,size,0.0
27618,This is a true pumpkin orange,3,true pumpkin orange,0.4215
27619,Won’t last more than one season,4,will not season,0.0
27620,C Brown color is off...,4,c brown color,0.0
27621,Don't buy if you're a cis guy.,3,not buy cis guy,0.0
27622,Huge and not a good color,1,huge good color,0.6369
27623,I never got the sweater. Other things delivered same day and time. Thanks Amazon. Try,1,get sweater thing deliver day time thank amazon try,0.4939
27624,Not what is pictured...,1,picture,0.0
27625,Cute but nothing special,3,cute special,0.6908
27626,terrible color.  did not match color on site.  its yellow,1,terrible color   match color site   yellow,-0.4767
27627,Beautiful Color,5,beautiful color,0.5994
27628,"Ran small. I’m usually an xl, it fit like a large.",5,run small m usually xl fit like large,0.6124
27629,Horrible fit arms much longer than they should have been very poor quality sent back,1,horrible fit arm long poor quality send,-0.6249
27630,I love it soooooooooo much! And I wear it all the time!!!!!!!!!,5,love soooooooooo wear time,0.6369
27631,color fades quickly,2,color fade quickly,0.0
27632,Huge neck,3,huge neck,0.3182
27633,Could not ever attempt to try it on!,1,attempt try,0.0
