,Review,Rating,Review_clean,sentiment
7758,Beautiful dress small in the bust!,3,beautiful dress small bust,0.5994
7759,Work-appropriate lace,4,workappropriate lace,0.0
7760,Cute with zipper,4,cute zipper,0.4588
7761,EXACTLY as hoped for,5,exactly hope,0.4404
7762,"All plastic, drawstring terrible",2,plastic drawstring terrible,-0.4767
7763,"Soooo cute, but short rise.",1,soooo cute short rise,0.4588
7764,best jacket,5,good jacket,0.4404
7765,Tight in all the wrong places...,2,tight wrong place,-0.4767
7766,These are so comfortable.,5,comfortable,0.5106
7767,Perfect winter dress!,5,perfect winter dress,0.5719
7768,Great crop pant,4,great crop pant,0.6249
7769,"Pretty, casual dress.",4,pretty casual dress,0.6124
7770,Not the same as previous pair I have in different color,2,previous pair different color,0.0
7771,Preggers,2,pregger,0.0
7772,Too small for curvy women,2,small curvy woman,0.0
7773,SKIP THIS SHIRT,2,skip shirt,0.0
7774,Decent blouse,2,decent blouse,0.0
7775,Mi esposo lo encantó,5,mi esposo lo encantó,0.0
7776,"Beautiful embroidery, unique design",4,beautiful embroidery unique design,0.5994
7777,Comffy,3,comffy,0.0
7778,Cute & different,5,cute   different,0.4588
7779,Not the same pants as in the picture advertised.,2,pant picture advertise,0.0
7780,"Great sweater, not crazy about the collar",3,great sweater crazy collar,0.4019
7781,Not for the long waisted,3,long waiste,0.0
7782,"Not sturdy, cheap material",2,sturdy cheap material,0.0
7783,quality: zipper broke only after 3 months - how can I get a refund?,1,quality zipper break 3 month   refund,0.0
7784,These are great,5,great,0.6249
7785,Print looks odd,3,print look odd,-0.3182
7786,Sweetest summer dress!,5,sweetest summer dress,0.0
7787,"Comfy, casual shirt",4,comfy casual shirt,0.2023
7788,Won’t last long,1,will not long,0.0
7789,Beautiful print...weird fit,3,beautiful printweird fit,0.7506
7790,Vanity sizing,3,vanity sizing,-0.2263
7791,Terrible clothes,1,terrible clothe,-0.4767
7792,Skip it,1,skip,0.0
7793,Not functionally great,2,functionally great,0.6249
7794,Not for 40 degrees or below,2,40 degree,0.0
7795,Too big/so soft,3,bigso soft,0.0
7796,The perfect summer pant,5,perfect summer pant,0.5719
7797,You’ll love these pajamas!,5,ll love pajama,0.6369
7798,Cute top but very uncomfortable,1,cute uncomfortable,0.1027
7799,Super cute but.....,3,super cute,0.7845
7800,Wrangler was a good brand.....,1,wrangler good brand,0.4404
7801,"Suck it in, buddy!",1,suck buddy,-0.4404
7802,Wierd pattern,2,wierd pattern,0.0
7803,Hole the first time!,3,hole time,0.0
7804,"Very thin material, not flattering",1,thin material flattering,0.3182
7805,Can't resist again,5,not resist,0.0
7806,These are SHEER! And sloppy.,1,sheer sloppy,0.0
7807,"Very soft, good quality and cute! But runs small.",3,soft good quality cute run small,0.7096
7808,Cute vest but...,4,cute vest,0.4588
7809,"Super soft, lovely sweater",4,super soft lovely sweater,0.8271
7810,Did Not Flatter,3,flatter,0.1027
7811,look and fit the best ever,5,look fit good,0.6597
7812,"sleeves, light weight for summer",3,sleeve light weight summer,0.0
7813,Excellent for everyday wear,5,excellent everyday wear,0.5719
7814,New twist to simple tee,4,new twist simple tee,0.0
7815,Completely see-through!,1,completely seethrough,0.0
7816,Fit and comfort,5,fit comfort,0.6124
7817,They don’t last.  Quality poor.,1,not   quality poor,0.3724
7818,Quality Control Problem,3,quality control problem,-0.4019
7819,Always perfect fit,5,perfect fit,0.7351
7820,Order a size up runs small,1,order size run small,0.0
7821,"El largo no es el qué pedí, deben asegurarse de las medidas que se piden",3,el largo es el qué pedí deben asegurarse de las medidas que se piden,0.0
7822,Length too short,4,length short,0.0
7823,Make ur 2XL or XXL the actual size,1,ur 2xl xxl actual size,0.0
7824,Cute but wide,4,cute wide,0.4588
7825,Disappointing.....,2,disappointing,-0.4939
7826,Dokotoo blouse,5,dokotoo blouse,0.0
7827,Does not at all fir like picture!,3,fir like picture,0.3612
7828,Nice spin on an everyday t-shirt,4,nice spin everyday tshirt,0.4215
7829,Pijamas or dress?,2,pijama dress,0.0
7830,Soft beautiful top,5,soft beautiful,0.5994
7831,"What's most important to me:  quality, price, availability.",5,s important   quality price availability,0.2023
7832,Cozy sweater,5,cozy sweater,0.0
7833,"Horrible quality, no structure",1,horrible quality structure,-0.5423
7834,The sizes are odd,3,size odd,-0.3182
7835,Not kind to curves,2,kind curve,0.5267
7836,Delivered wrong item,1,deliver wrong item,-0.4767
7837,Very comfortable lots of pockets and looks good!,5,comfortable lot pocket look good,0.7351
7838,"Pretty, big, but for tanned people",3,pretty big tanned people,0.4939
7839,"Gorgeous, unique top",4,gorgeous unique,0.6124
7840,"Really pretty, get complements",5,pretty complement,0.4939
7841,Sizing chart is way off.,2,size chart way,0.0
7842,"Great dress, poor stitching",2,great dress poor stitch,0.25
7843,Ugh,1,ugh,-0.4215
7844,Runs VERY small,2,run small,0.0
7845,Super tight legs.,3,super tight leg,0.5994
7846,Nice color and light weight,4,nice color light weight,0.4215
7847,Way too long...for me,3,way longfor,0.0
7848,DISGUSTING,1,disgust,-0.5994
7849,Don’t buy if you have hips or an ass,1,not buy hip ass,0.431
7850,Slim and stylish,2,slim stylish,0.0
7851,"Does not fit as expected, too small",1,fit expect small,0.3612
7852,Me recomendaban el Xl porque yo siempre suelo pedir L y me queda inmenso,3,recomendaban el xl porque yo siempre suelo pedir l y queda inmenso,0.4588
7853,Soft and cute but shrunk :(,3,soft cute shrunk,0.4588
7854,Lovely modern design,5,lovely modern design,0.5859
7855,Only buy if you like baggy!,1,buy like baggy,0.3612
7856,Quality control,4,quality control,0.0
7857,Too much pep in this peplum...,3,pep peplum,0.0
7858,Too much fabric...horrible design,1,fabrichorrible design,0.0
7859,Nice but too large,4,nice large,0.4215
7860,Bare shouldered babe!,5,bare shoulder babe,0.0
7861,"Good buy, was worth it.",4,good buy worth,0.5859
7862,Great but not for me,2,great,0.6249
7863,Perfect Jeans!,5,perfect jean,0.5719
7864,So comfortable and airy,5,comfortable airy,0.5106
7865,"Lovely material, a miss otherwise",2,lovely material miss,0.4939
7866,Cute dress but cheap material,3,cute dress cheap material,0.4588
7867,BUYER BEWARE,1,buyer beware,0.0
7868,Pretty but Pricey,4,pretty pricey,0.4939
7869,Where it's made at ?  Anywhere but China.,4,   china,0.0
7870,Poor quality control,1,poor quality control,-0.4767
7871,Um…..what?,1,umwhat,0.0
7872,Perfect summer jean,4,perfect summer jean,0.5719
7873,"Too transparent/ thin material and. Not white,",1,transparent thin material white,0.0
7874,Grande,1,grande,0.0
7875,Great dress but cut too low,3,great dress cut low,0.2263
7876,Love love love!!!,5,love love love,0.9274
7877,Do not buy it!!!,1,buy,0.0
7878,Nice shirt. Color not what photo depicts,3,nice shirt color photo depict,0.4215
7879,Easy to throw on summer dress,4,easy throw summer dress,0.4404
7880,very comfy,5,comfy,0.0
7881,Not good to be used as work jeans.,1,good work jean,0.4404
7882,Maeve...has failed on this,2,maevehas fail,-0.5423
7883,Could not get it over my calves,1,calf,0.0
7884,Very uncomfortable to wear.,1,uncomfortable wear,-0.3818
7885,Not a good value for the product,1,good value product,0.6486
7886,"Cute, but boxy",3,cute boxy,0.4588
7887,"Cute, but too big",4,cute big,0.4588
7888,This is an excellent dress for lounge wear,3,excellent dress lounge wear,0.5719
7889,What a great jacket,5,great jacket,0.6249
7890,Terrible seams on the inside,2,terrible seam inside,-0.4767
7891,Loved this Dress,5,love dress,0.6369
7892,"Well made, proper rise, wash and dry nicely.",4,proper rise wash dry nicely,0.4404
7893,Nice but small for size,4,nice small size,0.4215
7894,False Advertising,1,false advertising,0.0
7895,Complete waste of money look elsewhere,1,complete waste money look,-0.4215
7896,Perfect little classic summer dress,5,perfect little classic summer dress,0.5719
7897,"Mala descripción no son elásticos,",1,mala descripción son elástico,0.0
7898,Comfy and ok for muscular thighs,4,comfy ok muscular thigh,0.296
7899,cozy af,4,cozy af,0.0
7900,Lace layering tank,3,lace layering tank,0.0
7901,"True to size, needs better sewing on sleeves",3,true size need well sewing sleeve,0.5994
7902,Tunic length,5,tunic length,0.0
7903,Too Long in the Legs,3,long leg,0.0
7904,"Cute, alittle boxy",4,cute alittle boxy,0.4588
7905,Farm animal pullover,2,farm animal pullover,0.0
7906,Perfect symmetry in lifesaver colors,5,perfect symmetry lifesaver color,0.8176
7907,This is very pretty one!,5,pretty,0.4939
7908,A little bit on thr large side. But ok overall.,4,little bit thr large ok overall,0.296
7909,Very different,4,different,0.0
7910,Comfortable knit dress,5,comfortable knit dress,0.5106
7911,Love The Fit,5,love fit,0.7717
7912,it is long,4,long,0.0
7913,"Great fit and price point; comfy, but not built to last",3,great fit price point comfy build,0.765
7914,Great layering piece,5,great layering piece,0.6249
7915,Horribly scratchy,1,horribly scratchy,-0.5267
7916,Why so long?,4,long,0.0
7917,They are not straight leg. They are loose fit.,2,straight leg loose fit,0.2732
7918,DO NOT RECOMMEND,1,recommend,0.3612
7919,Good Brand and Material,5,good brand material,0.4404
7920,The waist did not stretch-at all,1,waist stretchat,0.0
7921,Order a size up if you can,2,order size,0.0
7922,Want to look homless?,1,want look homless,0.0772
7923,Shrinks in length - from a dress to a shirt :(,2,shrink length   dress shirt,0.0
7924,Must be a child's sweater listed as womens,1,child sweater list women,0.0
7925,Too flare,2,flare,0.0
7926,This is not good quality,1,good quality,0.4404
7927,Shrunk after 1 wash,2,shrunk 1 wash,0.0
7928,I like it a lot...,5,like lot,0.3612
7929,Different but nice,4,different nice,0.4215
7930,Unwearable,2,unwearable,0.0
7931,Bargain!,5,bargain,0.2023
7932,Fabric smells bad,1,fabric smell bad,-0.5423
7933,Huge blouse,2,huge blouse,0.3182
7934,Gets holes easily.,1,get hole easily,0.34
7935,Cuter in the photos,3,cut photo,-0.2732
7936,Boxy...,3,boxy,0.0
7937,Cheap terrible material,1,cheap terrible material,-0.4767
7938,Cheap jeans that are NOT WORK pants.,1,cheap jean work pant,0.0
7939,REALLY Uncomfortable,1,uncomfortable,-0.3818
7940,Arrived stained,1,arrived stain,0.0
7941,Color is much darker than in the picture,1,color dark picture,0.0
7942,Long legs required,4,long leg require,0.0
7943,They shrink - but here's the fix!,4,shrink   here fix,0.0
7944,Extra fabric,3,extra fabric,0.0
7945,Cozy great quality,5,cozy great quality,0.6249
7946,Striking print comfy swing,4,striking print comfy swing,0.0
7947,"Fits great, feels great",5,fit great feel great,0.8934
7948,"Nice fit, quality material.",4,nice fit quality material,0.6486
7949,Decent jacket but the detachable hood is cumbersome compared to previous versions.,3,decent jacket detachable hood cumbersome compare previous version,0.0
7950,Not great quality :(,2,great quality,0.6249
7951,Comfy flowy top for fall and winter,4,comfy flowy fall winter,0.0
7952,Nice staple t-shirt,4,nice staple tshirt,0.4215
7953,Looks like lemonade and ice cream!,4,look like lemonade ice cream,0.3612
7954,Not petite inseam...,1,petite inseam,0.0
7955,Lighter colors are slightly see-through,4,light color slightly seethrough,0.0
7956,Color and fit not as expected.,2,color fit expect,0.3612
7957,Great comfortable casual dress,5,great comfortable casual dress,0.8481
7958,Stretchy!,4,stretchy,0.0
7959,Lots of very nice details,4,lot nice detail,0.4215
7960,Colorful dots,4,colorful dot,0.0
7961,Not ivory,2,ivory,0.0
7962,Really hoped this would be my go-to winter dress,2,hope goto winter dress,0.4404
7963,Cute but gross polyester,2,cute gross polyester,-0.0258
7964,It’s cozy!,5,cozy,0.0
7965,Look like a homeless man,1,look like homeless man,0.3612
7966,Very loose fit,4,loose fit,0.0516
7967,"Excellent cut and idea,poor fabric c",3,excellent cut ideapoor fabric c,0.3818
7968,Great best sweater,4,great good sweater,0.7906
7969,Material feels cool and comfortable.,3,material feel cool comfortable,0.6808
7970,Nice fitted shirt,5,nice fit shirt,0.6486
7971,Yellow stains + see through,1,yellow stain  ,0.0
7972,"matched the pyjamas which I bought years ago, and needed a replacement top!",4,match pyjama buy year ago need replacement,0.0
7973,Now I know my waist size is smaller than it used to be.,4,know waist size small,0.0
7974,This top is so cute!,4,cute,0.4588
7975,Soft and easy,5,soft easy,0.4404
7976,Shows all imperfections,3,show imperfection,0.0
7977,Great Quality but Wrong Style,2,great quality wrong style,0.25
7978,Velvet crush!!,4,velvet crush,-0.1531
7979,Great plaid!,4,great plaid,0.6249
7980,Cute though thin dress,3,cute thin dress,0.4588
7981,Beauttiful fabric,4,beauttiful fabric,0.0
7982,Perfect slim fit,4,perfect slim fit,0.7351
7983,Super fun yet comfortable dress!,5,super fun comfortable dress,0.8885
7984,Very itchy!,2,itchy,-0.2732
7985,I wish,2,wish,0.4019
7986,fit 2 sizes too small,1,fit 2 size small,0.3612
7987,"Cheap looking and feel too, runs very small.",1,cheap look feel run small,0.0
7988,Great pants happy,5,great pant happy,0.8316
7989,Holds up well,3,hold,0.0
7990,"Worn twice, belt look already pulled",3,wear twice belt look pulled,0.0
7991,Too big under arms,3,big arm,0.0
7992,Great feel/look,5,great feellook,0.6249
7993,Very comfortable staple tee,4,comfortable staple tee,0.5106
7994,"On the right person, maybe?",2,right person maybe,0.0
7995,If only it fit!,3,fit,0.3612
7996,Didn't work for me...,2,not work,0.0
7997,Busty petites rejoice (1),4,busty petite rejoice 1,0.4404
7998,Heavy golf pants.,3,heavy golf pant,0.0
7999,Cute very oversized t-shirt,4,cute oversized tshirt,0.4588
8000,"Okay, not as great as expected",3,okay great expect,0.7184
8001,Interesting neckline,4,interesting neckline,0.4019
8002,Tunic for everything,4,tunic,0.0
8003,Short/boxy,3,shortboxy,0.0
8004,Incredible find!,5,incredible find,0.0
8005,Enormous....,2,enormous,0.0
8006,Doesn’t fit at all like the pair I bought from the Levi’s store.,3,not fit like pair buy levis store,-0.4973
8007,These seem to be factory seconds.,2,factory second,0.0
8008,Material too flimsy,2,material flimsy,0.0
8009,Fits well but color isn't as expected,2,fit color not expect,0.3612
8010,Cant' wait to wear this!,5,not wait wear,0.0
8011,Beautiful detail!,5,beautiful detail,0.5994
8012,"Too much fabric, shoulders won't stay down",2,fabric shoulder will not stay,0.0
8013,Pretty but too tight,3,pretty tight,0.4939
8014,Low grade,2,low grade,-0.2732
8015,I had to go up a size fits small around the bust area.,2,size fit small bust area,0.3612
8016,Flattering but very tight in the chest,3,flattering tight chest,0.3182
8017,Holy tightness,2,holy tightness,0.0
8018,color not as shown,3,color show,0.0
8019,"Very thick & shapless, runs large",1,thick   shapless run large,0.0
8020,Love this outfit. Almost perfect.,4,love outfit perfect,0.836
8021,Pirate sleeves,1,pirate sleeve,0.0
8022,Simple but different.,4,simple different,0.0
